work_id,state,district,loksabha_constituency,mp_name,implementing_agency_name,agency_id,work_name,work_description,status,date,amount_inr
WS/KE13/2015/00680,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Repair of internal road at Behind Degree College - Additional Works,Repair of internal road at Behind Degree College - Additional Works,Financial Sanction Approved,2015-10-22,573416.78
WS/KE13/2015/00681,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of children's park at Close to Anganwadi Centre - Additional Works,Construction of children's park at Close to Anganwadi Centre - Additional Works,Financial Sanction Approved,2015-10-12,858661.29
WS/KE13/2015/00682,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Widening of approach road to Opposite Weekly Market - Phase 1,Widening of approach road to Opposite Weekly Market - Phase 1,Financial Sanction Approved,2015-11-20,1090519.77
WS/KE13/2015/00683,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of ramp for divyang accessibility, Netaji Puram","Construction of ramp for divyang accessibility, Netaji Puram under MPLADS",New Recommendation,2015-11-15,580465.81
WS/KE13/2015/00684,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Installation of RO water purification plant, Vivekananda Nivas - Phase 2","Installation of RO water purification plant, Vivekananda Nivas - Phase 2",Financial Sanction Approved,2015-11-15,514841.06
WS/KE13/2015/00685,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of anganwadi centre at Netaji Puram - Phase 1,Construction of anganwadi centre at Netaji Puram - Phase 1,Financial Sanction Approved,2015-12-17,1350695.85
WS/KE13/2016/00686,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Repair of playground and sports facility, Behind Anganwadi Centre - Stage II","Repair of playground and sports facility, Behind Anganwadi Centre - Stage II",Financial Sanction Approved,2016-01-06,213113.15
WS/KE13/2016/00687,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of drinking water tank in Close to Church - Stage II,Construction of drinking water tank in Close to Church - Stage II,Financial Sanction Approved,2016-01-07,542444.6
WS/KE13/2016/00688,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,"Construction of culvert on approach road, Near Government Hospital - Stage II","Construction of culvert on approach road, Near Government Hospital - Stage II",Work in Progress,2016-01-07,1940968.82
WS/KE13/2016/00689,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of cattle shed under group scheme, Close to Anganwadi Centre","Construction of cattle shed under group scheme, Close to Anganwadi Centre under MPLADS",Work in Progress,2016-03-13,399646.36
WS/KE13/2016/00690,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Electrification of internal streets in Near Government Hospital,Electrification of internal streets in Near Government Hospital,Financial Sanction Approved,2016-03-13,332792.5
WS/KE13/2016/00691,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of bus shelter at Ward 11,Construction of bus shelter at Ward 11 under MPLADS,Financial Sanction Approved,2016-03-27,947948.83
WS/KE13/2016/00692,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of ramp for divyang accessibility, Behind Anganwadi Centre","Construction of ramp for divyang accessibility, Behind Anganwadi Centre",Financial Sanction Approved,2016-04-14,492939.86
WS/KE13/2016/00693,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of ambulance shed at Zone 7,Construction of ambulance shed at Zone 7 under MPLADS,Financial Sanction Approved,2016-04-27,469963.56
WS/KE13/2016/00694,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Repair of playground and sports facility, Ram Nagar","Repair of playground and sports facility, Ram Nagar",Financial Sanction Approved,2016-04-04,1483152.79
WS/KE13/2016/00695,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Installation of tube well near Vivekananda Nivas,Installation of tube well near Vivekananda Nivas,Financial Sanction Approved,2016-05-23,806710.22
WS/KE13/2016/00696,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of bus shelter at Close to Anganwadi Centre,Construction of bus shelter at Close to Anganwadi Centre,Financial Sanction Approved,2016-05-20,938641.14
WS/KE13/2016/00697,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of bus shelter at Netaji Puram - Phase 2,Construction of bus shelter at Netaji Puram - Phase 2 under MPLADS,Financial Sanction Approved,2016-07-17,1551353.46
WS/KE13/2016/00698,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,"Laying of paver blocks on internal road, Vivekananda Nivas","Laying of paver blocks on internal road, Vivekananda Nivas under MPLADS",Financial Sanction Approved,2016-08-23,1776915.4
WS/KE13/2016/00699,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Installation of transformer and electric poles, Ram Nagar - Additional Works","Installation of transformer and electric poles, Ram Nagar - Additional Works under MPLADS",Financial Sanction Approved,2016-08-07,966138.82
WS/KE13/2016/00700,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Renovation of veterinary dispensary, Netaji Puram","Renovation of veterinary dispensary, Netaji Puram",New Recommendation,2016-09-08,2055915.91
WS/KE13/2016/00701,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Installation of transformer and electric poles, Netaji Puram - Package 2","Installation of transformer and electric poles, Netaji Puram - Package 2 under MPLADS",Financial Sanction Approved,2016-10-22,943156.27
WS/KE13/2016/00702,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Construction of crematorium shed at Adjacent to Government School,Construction of crematorium shed at Adjacent to Government School under MPLADS,New Recommendation,2016-10-15,447702.3
WS/KE13/2016/00703,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Laying of paver blocks on internal road, Near Government Hospital - Phase 1","Laying of paver blocks on internal road, Near Government Hospital - Phase 1",Financial Sanction Approved,2016-10-15,551919.09
WS/KE13/2016/00704,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of culvert on approach road, Vivekananda Nivas","Construction of culvert on approach road, Vivekananda Nivas under MPLADS",Financial Sanction Approved,2016-12-09,2013812.98
WS/KE13/2017/00705,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,"Repair of playground and sports facility, Netaji Puram","Repair of playground and sports facility, Netaji Puram",New Recommendation,2017-01-04,556168.23
WS/KE13/2017/00706,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Renovation of panchayat office building, Ambedkar Colony","Renovation of panchayat office building, Ambedkar Colony under MPLADS",Work in Progress,2017-01-13,599900.91
WS/KE13/2017/00707,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of compound wall for panchayat land, Ambedkar Colony","Construction of compound wall for panchayat land, Ambedkar Colony",New Recommendation,2017-01-01,520175.47
WS/KE13/2017/00708,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Construction of bus shelter at Behind Degree College - Phase 2,Construction of bus shelter at Behind Degree College - Phase 2,New Recommendation,2017-02-19,1057990.24
WS/KE13/2017/00709,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of ambulance shed at Ward 11 - Package 2,Construction of ambulance shed at Ward 11 - Package 2,Financial Sanction Approved,2017-02-03,383320.05
WS/KE13/2017/00710,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Construction of drinking water tank in Ambedkar Colony - Additional Works,Construction of drinking water tank in Ambedkar Colony - Additional Works,Financial Sanction Approved,2017-02-16,1010623.52
WS/KE13/2017/00711,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Renovation of primary school building, Close to Anganwadi Centre - Phase 2","Renovation of primary school building, Close to Anganwadi Centre - Phase 2",Financial Sanction Approved,2017-03-14,2265440.87
WS/KE13/2017/00712,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Renovation of panchayat office building, Ram Nagar","Renovation of panchayat office building, Ram Nagar",Financial Sanction Approved,2017-04-24,678592.3
WS/KE13/2017/00713,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Installation of hand pump at Zone 7 - Package 2,Installation of hand pump at Zone 7 - Package 2,Work in Progress,2017-04-02,534988.98
WS/KE13/2017/00714,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Laying of paver blocks on internal road, Behind Anganwadi Centre - Phase 2","Laying of paver blocks on internal road, Behind Anganwadi Centre - Phase 2",Financial Sanction Approved,2017-04-25,626499.76
WS/KE13/2017/00715,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of drainage system in Ram Nagar,Construction of drainage system in Ram Nagar,New Recommendation,2017-05-06,873063.24
WS/KE13/2017/00716,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Renovation of primary school building, Netaji Puram","Renovation of primary school building, Netaji Puram under MPLADS",Work in Progress,2017-05-10,966230.02
WS/KE13/2017/00717,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Repair and upgradation of health sub-centre, Opposite Weekly Market - Phase 1","Repair and upgradation of health sub-centre, Opposite Weekly Market - Phase 1",Work in Progress,2017-05-22,747755.54
WS/KE13/2017/00718,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Laying of paver blocks on internal road, Ambedkar Colony - Additional Works","Laying of paver blocks on internal road, Ambedkar Colony - Additional Works",Financial Sanction Approved,2017-06-11,1745489.05
WS/KE13/2017/00720,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Construction of RCC road from Zone 7 - Stage II,Construction of RCC road from Zone 7 - Stage II,Financial Sanction Approved,2017-07-24,2007842.48
WS/KE13/2017/00721,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of ambulance shed at Ward 19,Construction of ambulance shed at Ward 19,Financial Sanction Approved,2017-08-14,3833495.38
WS/KE13/2017/00722,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Repair of internal road at Close to Church - Phase 1,Repair of internal road at Close to Church - Phase 1,Financial Sanction Approved,2017-08-01,3684080.49
WS/KE13/2017/00723,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Electrification of internal streets in Ambedkar Colony - Stage II,Electrification of internal streets in Ambedkar Colony - Stage II,Financial Sanction Approved,2017-08-02,6011980.74
WS/KE13/2017/00724,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of drinking water tank in Behind Anganwadi Centre,Construction of drinking water tank in Behind Anganwadi Centre under MPLADS,Financial Sanction Approved,2017-09-15,1206622.56
WS/KE13/2017/00725,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of ramp for divyang accessibility, Vivekananda Nivas","Construction of ramp for divyang accessibility, Vivekananda Nivas",Work in Progress,2017-09-02,1381011.33
WS/KE13/2017/00726,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of culvert on approach road, Close to Church","Construction of culvert on approach road, Close to Church under MPLADS",Financial Sanction Approved,2017-10-15,889878.38
WS/KE13/2017/00727,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Installation of hand pump at Opposite Weekly Market,Installation of hand pump at Opposite Weekly Market under MPLADS,Financial Sanction Approved,2017-10-23,828997.76
WS/KE13/2017/00728,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,"Construction of community toilet block, Behind Anganwadi Centre - Phase 2","Construction of community toilet block, Behind Anganwadi Centre - Phase 2",Financial Sanction Approved,2017-11-14,1447005.08
WS/KE13/2017/00729,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Repair of internal road at Ram Nagar - Phase 1,Repair of internal road at Ram Nagar - Phase 1 under MPLADS,Financial Sanction Approved,2017-12-11,939887.41
WS/KE13/2017/00730,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of children's park at Ambedkar Colony,Construction of children's park at Ambedkar Colony under MPLADS,New Recommendation,2017-12-19,585649.48
WS/KE13/2018/00731,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Construction of Behind Anganwadi Centre community hall - Phase 2,Construction of Behind Anganwadi Centre community hall - Phase 2,New Recommendation,2018-01-03,267849.48
WS/KE13/2018/00732,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of crematorium shed at Netaji Puram,Construction of crematorium shed at Netaji Puram under MPLADS,Financial Sanction Approved,2018-01-08,303273.1
WS/KE13/2018/00733,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of culvert on approach road, Vivekananda Nivas","Construction of culvert on approach road, Vivekananda Nivas",Work in Progress,2018-01-22,689765.99
WS/KE13/2018/00734,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of boundary wall for government school, Ram Nagar - Package 2","Construction of boundary wall for government school, Ram Nagar - Package 2",Financial Sanction Approved,2018-02-09,1183003.32
WS/KE13/2018/00735,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of anganwadi centre at Ambedkar Colony - Stage II,Construction of anganwadi centre at Ambedkar Colony - Stage II under MPLADS,Financial Sanction Approved,2018-02-08,1104662.29
WS/KE13/2018/00736,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of Behind Degree College community hall - Stage II,Construction of Behind Degree College community hall - Stage II,New Recommendation,2018-03-01,1358070.11
WS/KE13/2018/00737,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of library-cum-reading room, Vivekananda Nivas - Package 2","Construction of library-cum-reading room, Vivekananda Nivas - Package 2",Financial Sanction Approved,2018-04-17,605854.06
WS/KE13/2018/00738,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of retaining wall near Ambedkar Colony - Additional Works,Construction of retaining wall near Ambedkar Colony - Additional Works under MPLADS,Work in Progress,2018-04-12,860166.12
WS/KE13/2018/00739,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Construction of ambulance shed at Ambedkar Colony - Stage II,Construction of ambulance shed at Ambedkar Colony - Stage II,Financial Sanction Approved,2018-04-12,573869.3
WS/KE13/2018/00740,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of anganwadi centre at Zone 7 - Package 2,Construction of anganwadi centre at Zone 7 - Package 2,Financial Sanction Approved,2018-06-04,1345601.13
WS/KE13/2018/00741,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Installation of transformer and electric poles, Netaji Puram","Installation of transformer and electric poles, Netaji Puram",Financial Sanction Approved,2018-06-15,866862.84
WS/KE13/2018/00742,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Desilting and repair of village pond, Close to Anganwadi Centre","Desilting and repair of village pond, Close to Anganwadi Centre",New Recommendation,2018-06-27,419482.13
WS/KE13/2018/00743,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of open-air gymnasium at Adjacent to Government School,Construction of open-air gymnasium at Adjacent to Government School under MPLADS,New Recommendation,2018-08-04,662009.77
WS/KE13/2018/00744,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of drainage system in Opposite Weekly Market - Phase 2,Construction of drainage system in Opposite Weekly Market - Phase 2,Financial Sanction Approved,2018-08-01,1139235.8
WS/KE13/2018/00745,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Repair of playground and sports facility, Ambedkar Colony","Repair of playground and sports facility, Ambedkar Colony",Financial Sanction Approved,2018-10-11,682859.3
WS/KE13/2018/00746,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of drainage system in Near Government Hospital - Phase 2,Construction of drainage system in Near Government Hospital - Phase 2,Financial Sanction Approved,2018-10-24,386064.43
WS/KE13/2018/00747,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Laying of paver blocks on internal road, Ward 19 - Stage II","Laying of paver blocks on internal road, Ward 19 - Stage II under MPLADS",New Recommendation,2018-12-14,1085937.34
WS/KE13/2018/00748,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of bus shelter at Ambedkar Colony - Additional Works,Construction of bus shelter at Ambedkar Colony - Additional Works under MPLADS,Work in Progress,2018-12-19,1803829.02
WS/KE13/2019/00749,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Installation of tube well near Adjacent to Government School - Additional Works,Installation of tube well near Adjacent to Government School - Additional Works,New Recommendation,2019-01-14,1125533.63
WS/KE13/2019/00750,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of bus shelter at Netaji Puram - Phase 1,Construction of bus shelter at Netaji Puram - Phase 1 under MPLADS,New Recommendation,2019-01-05,853927.37
WS/KE13/2019/00751,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Renovation of veterinary dispensary, Ward 19 - Stage II","Renovation of veterinary dispensary, Ward 19 - Stage II",New Recommendation,2019-02-18,1501293.67
WS/KE13/2019/00752,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,"Laying of paver blocks on internal road, Zone 7 - Package 2","Laying of paver blocks on internal road, Zone 7 - Package 2 under MPLADS",Financial Sanction Approved,2019-02-02,498977.42
WS/KE13/2019/00753,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of drainage system in Opposite Weekly Market - Phase 1,Construction of drainage system in Opposite Weekly Market - Phase 1,New Recommendation,2019-02-02,547362.62
WS/KE13/2019/00754,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of Close to Church community hall,Construction of Close to Church community hall,Financial Sanction Approved,2019-03-18,383712.3
WS/KE13/2019/00755,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Repair of internal road at Ambedkar Colony - Additional Works,Repair of internal road at Ambedkar Colony - Additional Works,Financial Sanction Approved,2019-03-21,606901.95
WS/KE13/2019/00756,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,Construction of retaining wall near Ram Nagar - Phase 2,Construction of retaining wall near Ram Nagar - Phase 2,Financial Sanction Approved,2019-03-08,440304.66
WS/KE13/2019/00757,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panch. Samiti,agy_0015,"Construction of library-cum-reading room, Ward 19 - Stage II","Construction of library-cum-reading room, Ward 19 - Stage II",Financial Sanction Approved,2019-04-27,628264.07
WS/KE13/2019/00758,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Desilting and repair of village pond, Netaji Puram - Phase 1","Desilting and repair of village pond, Netaji Puram - Phase 1 under MPLADS",Financial Sanction Approved,2019-04-27,1000717.22
WS/KE13/2019/00759,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Installation of RO water purification plant, Ram Nagar - Additional Works","Installation of RO water purification plant, Ram Nagar - Additional Works",New Recommendation,2019-04-03,593753.44
WS/KE13/2019/00760,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Construction of drainage system in Behind Degree College - Additional Works,Construction of drainage system in Behind Degree College - Additional Works,Financial Sanction Approved,2019-05-24,901363.09
WS/KE13/2019/00761,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,Installation of hand pump at Behind Degree College - Package 2,Installation of hand pump at Behind Degree College - Package 2 under MPLADS,Work in Progress,2019-05-18,772340.7
WS/KE13/2019/00762,Kerala,Kottayam,Kottayam,Shri Jose K. Mani,Kottayam Panchayat Samiti,agy_0014,"Construction of library-cum-reading room, Netaji Puram","Construction of library-cum-reading room, Netaji Puram",New Recommendation,2019-05-11,334122.8
WS/KE14/2015/00763,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of drinking water tank in Sector 19 - Phase 1,Construction of drinking water tank in Sector 19 - Phase 1,New Recommendation,2015-08-12,437640.58
WS/KE14/2015/00764,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of drinking water tank in Beside Anganwadi Centre - Additional Works,Construction of drinking water tank in Beside Anganwadi Centre - Additional Works under MPLADS,Financial Sanction Approved,2015-08-13,269471.73
WS/KE14/2015/00765,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Repair of irrigation channel near Rajiv Nagar - Stage II,Repair of irrigation channel near Rajiv Nagar - Stage II,Financial Sanction Approved,2015-08-10,274903.0
WS/KE14/2015/00766,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Renovation of old age home, Behind Degree College","Renovation of old age home, Behind Degree College under MPLADS",New Recommendation,2015-12-09,826747.82
WS/KE14/2015/00767,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Widening of approach road to Sector 19 - Stage II,Widening of approach road to Sector 19 - Stage II,New Recommendation,2015-12-23,428949.0
WS/KE14/2016/00768,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of culvert on approach road, Sector 19 - Phase 2","Construction of culvert on approach road, Sector 19 - Phase 2",Financial Sanction Approved,2016-02-05,545258.03
WS/KE14/2016/00769,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Renovation of panchayat office building, Sector 25 - Phase 1","Renovation of panchayat office building, Sector 25 - Phase 1",Financial Sanction Approved,2016-02-04,542673.0
WS/KE14/2016/00770,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of compound wall for panchayat land, Beside Anganwadi Centre - Additional Works","Construction of compound wall for panchayat land, Beside Anganwadi Centre - Additional Works under MPLADS",New Recommendation,2016-04-01,1018608.25
WS/KE14/2016/00771,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Renovation of primary school building, Sector 1","Renovation of primary school building, Sector 1 under MPLADS",Financial Sanction Approved,2016-06-15,1661275.43
WS/KE14/2016/00772,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Electrification of internal streets in Sector 25,Electrification of internal streets in Sector 25,Financial Sanction Approved,2016-08-11,588340.27
WS/KE14/2016/00773,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Installation of hand pump at Sector 22,Installation of hand pump at Sector 22,Financial Sanction Approved,2016-08-09,747850.13
WS/KE14/2016/00774,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of bus shelter at Beside Anganwadi Centre - Package 2,Construction of bus shelter at Beside Anganwadi Centre - Package 2 under MPLADS,Financial Sanction Approved,2016-09-19,483087.92
WS/KE14/2016/00775,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Repair and upgradation of health sub-centre, Opposite Government School","Repair and upgradation of health sub-centre, Opposite Government School under MPLADS",Financial Sanction Approved,2016-09-13,525938.96
WS/KE14/2016/00776,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of vendor market shed, Beside Anganwadi Centre - Phase 2","Construction of vendor market shed, Beside Anganwadi Centre - Phase 2",New Recommendation,2016-10-04,517997.23
WS/KE14/2016/00777,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of retaining wall near Sector 19 - Phase 1,Construction of retaining wall near Sector 19 - Phase 1 under MPLADS,Financial Sanction Approved,2016-10-17,658586.7
WS/KE14/2016/00778,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of check dam near Sector 19 - Phase 2,Construction of check dam near Sector 19 - Phase 2 under MPLADS,New Recommendation,2016-11-13,773940.39
WS/KE14/2017/00779,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of open-air gymnasium at Opposite Government School,Construction of open-air gymnasium at Opposite Government School,Financial Sanction Approved,2017-01-27,296403.17
WS/KE14/2017/00780,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of children's park at Sector 1 - Package 2,Construction of children's park at Sector 1 - Package 2 under MPLADS,Financial Sanction Approved,2017-01-05,296284.0
WS/KE14/2017/00781,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,Construction of retaining wall near Opposite Government School - Additional Works,Construction of retaining wall near Opposite Government School - Additional Works,Work in Progress,2017-01-22,751123.57
WS/KE14/2017/00782,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Construction of cattle shed under group scheme, Vivekananda Nagar - Phase 2","Construction of cattle shed under group scheme, Vivekananda Nagar - Phase 2 under MPLADS",New Recommendation,2017-05-04,370488.18
WS/KE14/2017/00783,Kerala,Alappuzha,Alappuzha,Shri K. C. Venugopal,Alappuzha Municipal Council,agy_0001,"Repair of playground and sports facility, Sector 19","Repair of playground and sports facility, Sector 19",Financial Sanction Approved,2017-05-13,261242.33
