agency_id,agency_name,state,district,constituency,year_month,monthly_amount,work_count,cumulative_amount,work_category,peer_ratio,hist_median,hist_mad,hist_upper_fence,hist_iqr,insufficient_history,modified_z_score,iqr_ratio,velocity_ratio,acceleration,risk_score,risk_tier,flag_reason
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2023-03,2766995.0,2,24866063.0,Health & Education,1.0,1873642.0,305977.0,3250216.25,649316.5,False,1.97,0.0,1.55,0.44,17.9,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2023-05,2587927.0,4,27453990.0,Health & Education,1.0,1880158.5,342957.5,3821154.375,865839.75,False,1.39,0.0,1.38,-0.18,12.6,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2023-06,2559462.0,1,30013452.0,Public Infrastructure & Community Halls,1.45,1886675.0,379938.0,3940540.0,901742.0,False,1.19,0.0,1.36,-0.02,13.3,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2023-07,2971665.0,1,32985117.0,Public Infrastructure & Community Halls,1.0,1982720.5,483490.0,3920626.125,893210.25,False,1.38,0.0,1.34,-0.02,12.2,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2023-10,2834497.0,3,35819614.0,Health & Education,1.55,2078766.0,509161.0,4036919.75,939161.5,False,1.0,0.0,1.1,-0.24,10.5,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2024-01,1625873.0,4,37445487.0,Roads & Bridges,1.0,2276241.5,524504.5,4197027.125,1002638.25,False,0.0,0.0,0.61,-0.49,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2024-02,1936762.0,2,39382249.0,Health & Education,1.0,2078766.0,509161.0,4141792.5,982243.0,False,0.0,0.0,0.72,0.12,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2024-03,1530620.0,3,40912869.0,Health & Education,1.0,2007764.0,483490.0,4089356.125,960702.25,False,0.0,0.0,0.59,-0.13,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2022-01,4848264.0,6,4848264.0,Health & Education,0.99,4848264.0,0.0,4848264.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2022-06,2514504.0,1,7362768.0,Public Infrastructure & Community Halls,1.02,4848264.0,0.0,4848264.0,0.0,True,0.0,0.0,0.52,-0.48,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2022-08,1866592.0,1,9229360.0,Health & Education,1.0,3681384.0,1166880.0,6015144.0,1166880.0,True,0.0,0.0,0.51,-0.01,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2022-11,2640319.0,2,11869679.0,Roads & Bridges,0.89,2514504.0,647912.0,5917638.0,1490836.0,False,0.13,0.0,1.05,0.54,1.3,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-01,2017241.0,3,13886920.0,Health & Education,1.0,2577411.5,386863.5,4451974.125,839779.25,False,0.0,0.0,0.78,-0.27,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-02,3083223.0,1,16970143.0,Roads & Bridges,1.0,2514504.0,497263.0,3574936.0,623078.0,False,0.77,0.0,1.23,0.44,7.1,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-03,2830789.0,4,19800932.0,Public Infrastructure & Community Halls,1.0,2577411.5,532991.0,4218907.375,830940.25,False,0.32,0.0,1.1,-0.13,3.0,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-04,3087877.0,2,22888809.0,Health & Education,1.0,2640319.0,442904.0,3993706.25,691133.5,False,0.68,0.0,1.2,0.1,6.3,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-05,3396078.0,2,26284887.0,Health & Education,1.13,2735554.0,349996.0,4125683.875,694198.25,False,1.27,0.0,1.24,0.04,11.4,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-06,1532777.0,4,27817664.0,Public Infrastructure & Community Halls,1.0,2830789.0,316285.0,3947936.5,573373.0,False,0.0,0.0,0.52,-0.72,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-07,1946553.0,1,29764217.0,Public Infrastructure & Community Halls,1.0,2735554.0,506423.5,4504448.625,945156.75,False,0.0,0.0,0.66,0.14,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-08,2921353.0,3,32685570.0,Health & Education,1.0,2640319.0,623078.0,4741029.5,1103653.0,False,0.3,0.0,0.99,0.33,2.1,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-09,2318937.0,1,35004507.0,Water Supply & Sanitation,1.0,2735554.0,506423.5,4711612.75,1084817.5,False,0.0,0.0,0.81,-0.18,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-10,3385205.0,1,38389712.0,Health & Education,1.0,2640319.0,447558.0,4682196.0,1065982.0,False,1.12,0.0,1.29,0.49,10.0,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-11,3121044.0,2,41510756.0,Public Infrastructure & Community Halls,1.0,2735554.0,533134.0,4577786.25,994048.5,False,0.49,0.0,1.19,-0.1,4.8,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2023-12,3231316.0,4,44742072.0,Roads & Bridges,1.02,2830789.0,511852.0,4509017.75,936371.5,False,0.53,0.0,1.23,0.04,5.5,Low,Normal Baseline Variance
AGN_MAH_NAG_007,Nagpur Improvement Trust,Maharashtra,Nagpur,Nagpur,2024-03,1851674.0,3,46593746.0,Health & Education,1.0,2876071.0,435350.5,4506260.5,905099.0,False,0.0,0.0,0.61,-0.62,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_008,Zilla Parishad Nagpur Rural,Maharashtra,Nagpur,Nagpur,2022-01,1510362.0,1,1510362.0,Roads & Bridges,0.72,1510362.0,0.0,1510362.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_008,Zilla Parishad Nagpur Rural,Maharashtra,Nagpur,Nagpur,2023-02,1824623.0,3,3334985.0,Health & Education,1.0,1510362.0,0.0,1510362.0,0.0,True,0.0,0.0,1.21,0.21,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-01,4906161.0,5,4906161.0,Health & Education,1.01,4906161.0,0.0,4906161.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-03,2479598.0,2,7385759.0,Health & Education,1.0,4906161.0,0.0,4906161.0,0.0,True,0.0,0.0,0.51,-0.49,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-05,2308797.0,1,9694556.0,Water Supply & Sanitation,1.0,3692879.5,1213281.5,6119442.5,1213281.5,True,0.0,0.0,0.63,0.12,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-06,2394335.0,3,12088891.0,Public Infrastructure & Community Halls,0.98,2479598.0,170801.0,5640902.5,1298682.0,False,0.0,0.0,0.97,0.34,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-08,2378222.0,4,14467113.0,Public Infrastructure & Community Halls,1.0,2436966.5,85400.5,4156171.125,713288.25,False,0.0,0.0,0.98,0.01,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-09,1596479.0,1,16063592.0,Water Supply & Sanitation,1.0,2394335.0,85263.0,2631662.0,101376.0,False,0.0,0.0,0.67,-0.31,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-10,2948419.0,2,19012011.0,Roads & Bridges,1.0,2386278.5,85400.5,2656475.75,132129.0,False,4.44,2.21,1.24,0.57,47.6,Medium,Statistically Extreme Outlier (4.4 MAD Modified Z-Score) & Exceeded IQR Upper-Fence by 2.2x spread
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-11,3267964.0,3,22279975.0,Roads & Bridges,1.11,2394335.0,85538.0,3269757.0,370499.0,False,6.89,0.0,1.37,0.13,38.3,Low,Statistically Extreme Outlier (6.9 MAD Modified Z-Score)
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2022-12,2574251.0,1,24854226.0,Public Infrastructure & Community Halls,1.0,2436966.5,319811.0,4029464.5,667439.5,False,0.29,0.0,1.08,-0.29,2.6,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-01,2578303.0,4,27432529.0,Roads & Bridges,1.0,2479598.0,170801.0,3803714.5,570197.0,False,0.39,0.0,1.04,-0.04,3.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-02,2602521.0,3,30035050.0,Public Infrastructure & Community Halls,1.0,2526924.5,183415.0,3566349.625,473639.75,False,0.28,0.0,1.01,-0.03,2.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-03,3312973.0,3,33348023.0,Health & Education,1.0,2574251.0,196029.0,3359257.25,389191.5,False,2.54,0.0,1.28,0.27,19.9,Low,Elevated Disbursement (2.5 Z-Score)
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-04,1690235.0,1,35038258.0,Public Infrastructure & Community Halls,1.0,2576277.0,232767.5,3985303.0,637998.5,False,0.0,0.0,0.61,-0.67,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-05,2613935.0,2,37652193.0,Health & Education,0.87,2574251.0,265454.0,3803714.5,570197.0,False,0.1,0.0,1.01,0.4,0.8,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-07,3413515.0,2,41065708.0,Health & Education,1.0,2576277.0,232767.5,3588619.625,482547.75,False,2.43,0.0,1.32,0.31,19.4,Low,Elevated Disbursement (2.4 Z-Score)
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-10,3161385.0,2,44227093.0,Public Infrastructure & Community Halls,1.0,2578303.0,269506.0,4191061.0,721913.0,False,1.46,0.0,1.21,-0.11,11.8,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-11,1704226.0,2,45931319.0,Roads & Bridges,1.0,2590412.0,319811.0,4384614.25,797723.0,False,0.0,0.0,0.59,-0.62,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2023-12,3133272.0,4,49064591.0,Roads & Bridges,0.98,2578303.0,370116.0,4336129.5,783163.0,False,1.01,0.0,1.09,0.49,7.7,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2024-01,2582662.0,3,51647253.0,Public Infrastructure & Community Halls,1.0,2590412.0,450433.5,4312516.5,772106.5,False,0.0,0.0,0.9,-0.19,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2024-02,3097002.0,2,54744255.0,Health & Education,1.0,2582662.0,365757.0,4288903.5,761050.0,False,0.95,0.0,1.08,0.18,7.2,Low,Normal Baseline Variance
AGN_MAH_NAG_009,Executive Engineer Rural Electrification Nagpur,Maharashtra,Nagpur,Nagpur,2024-03,2324586.0,3,57068841.0,Public Infrastructure & Community Halls,1.0,2592591.5,430119.0,4265290.5,749993.5,False,0.0,0.0,0.75,-0.33,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-01,1449949.0,1,1449949.0,Health & Education,0.76,1449949.0,0.0,1449949.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-03,2481536.0,1,3931485.0,Roads & Bridges,1.0,1449949.0,0.0,1449949.0,0.0,True,3.56,0.0,1.71,0.71,0.0,Insufficient History,Statistically Extreme Outlier (3.6 MAD Modified Z-Score)
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-04,1865093.0,1,5796578.0,Roads & Bridges,1.0,1965742.5,515793.5,2997329.5,515793.5,True,0.0,0.0,0.95,-0.76,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-06,2347143.0,3,8143721.0,Roads & Bridges,1.0,1865093.0,415144.0,2947004.75,515793.5,False,0.78,0.0,1.26,0.31,7.4,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-09,1337781.0,2,9481502.0,Public Infrastructure & Community Halls,1.0,2106118.0,308221.5,3309892.625,619434.25,False,0.0,0.0,0.64,-0.62,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-10,1940234.0,4,11421736.0,Roads & Bridges,1.09,1865093.0,482050.0,3692934.0,897194.0,False,0.11,0.0,1.04,0.41,1.5,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-11,2609582.0,2,14031318.0,Health & Education,1.0,1902663.5,448597.0,3282936.875,691680.75,False,1.06,0.0,1.37,0.33,10.2,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2022-12,1744547.0,1,15775865.0,Water Supply & Sanitation,1.0,1940234.0,490285.0,3549567.25,756818.5,False,0.0,0.0,0.81,-0.56,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-01,2342238.0,1,18118103.0,Public Infrastructure & Community Halls,1.0,1902663.5,448597.0,3445506.875,709843.75,False,0.66,0.0,1.23,0.42,6.4,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-03,1974464.0,4,20092567.0,Public Infrastructure & Community Halls,1.0,1940234.0,406909.0,3251037.0,602596.0,False,0.06,0.0,0.92,-0.31,0.4,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-04,2188176.0,2,22280743.0,Roads & Bridges,1.0,1957349.0,387341.5,3202766.625,571233.25,False,0.4,0.0,1.12,0.2,3.7,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-05,2281515.0,2,24562258.0,Public Infrastructure & Community Halls,1.07,1974464.0,367774.0,3154496.25,539870.5,False,0.56,0.0,1.1,-0.02,5.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-06,1590526.0,1,26152784.0,Water Supply & Sanitation,1.0,2081320.0,263370.5,3106225.875,508507.75,False,0.0,0.0,0.71,-0.38,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-07,1567409.0,2,27720193.0,Roads & Bridges,1.0,1974464.0,367774.0,3238774.5,597691.0,False,0.0,0.0,0.75,0.04,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-08,2409954.0,3,30130147.0,Health & Education,1.23,1957349.0,375856.0,3374096.25,698026.0,False,0.81,0.0,1.16,0.4,8.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-09,2104317.0,3,32234464.0,Water Supply & Sanitation,1.0,1974464.0,372679.0,3360421.5,677154.0,False,0.24,0.0,1.01,-0.15,1.7,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-10,2048586.0,4,34283050.0,Health & Education,1.0,2039390.5,305300.0,3299598.0,637422.5,False,0.02,0.0,0.95,-0.06,0.1,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-11,1993893.0,3,36276943.0,Health & Education,1.0,2048586.0,298557.0,3238774.5,597691.0,False,0.0,0.0,0.96,0.01,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2023-12,1553184.0,3,37830127.0,Health & Education,1.0,2021239.5,298845.5,3155617.875,552373.75,False,0.0,0.0,0.77,-0.19,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2024-02,2008964.0,4,39839091.0,Health & Education,1.0,1993893.0,348345.0,3278386.5,644340.0,False,0.03,0.0,0.99,0.23,0.2,Low,Normal Baseline Variance
AGN_MAH_PUN_010,Pune Zilla Parishad,Maharashtra,Pune,Baramati,2024-03,2838733.0,2,42677824.0,Health & Education,1.0,2001428.5,310448.0,3182676.75,590654.0,False,1.82,0.0,1.4,0.41,15.7,Low,Normal Baseline Variance
AGN_MAH_PUN_011,Baramati Municipal Council,Maharashtra,Pune,Baramati,2022-03,1165549.0,2,1165549.0,Public Infrastructure & Community Halls,1.0,1165549.0,0.0,1165549.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-01,2373500.0,2,2373500.0,Health & Education,1.24,2373500.0,0.0,2373500.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-03,2137011.0,1,4510511.0,Water Supply & Sanitation,1.0,2373500.0,0.0,2373500.0,0.0,True,0.0,0.0,0.9,-0.1,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-04,1749991.0,2,6260502.0,Health & Education,1.0,2255255.5,118244.5,2491744.5,118244.5,True,0.0,0.0,0.78,-0.12,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-05,1304364.0,2,7564866.0,Public Infrastructure & Community Halls,1.0,2137011.0,236489.0,2722887.25,311754.5,False,0.0,0.0,0.61,-0.17,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-06,1575080.0,4,9139946.0,Water Supply & Sanitation,1.0,1943501.0,311754.5,3032456.75,557549.0,False,0.0,0.0,0.81,0.2,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-07,2369121.0,1,11509067.0,Water Supply & Sanitation,1.0,1749991.0,387020.0,2979907.5,561931.0,False,1.08,0.0,1.35,0.54,10.2,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-08,2361726.0,3,13870793.0,Water Supply & Sanitation,1.0,1943501.0,397020.5,3349522.125,692285.75,False,0.71,0.0,1.22,-0.14,6.6,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-09,2614365.0,1,16485158.0,Water Supply & Sanitation,1.0,2137011.0,236489.0,3419755.5,702888.0,False,1.36,0.0,1.35,0.13,12.1,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2022-10,1632255.0,3,18117413.0,Roads & Bridges,0.91,2249368.5,244564.0,3366144.5,663952.5,False,0.0,0.0,0.79,-0.55,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-02,1490483.0,4,19607896.0,Water Supply & Sanitation,1.0,2137011.0,387020.0,3474420.0,736866.0,False,0.0,0.0,0.75,-0.05,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-03,1487837.0,1,21095733.0,Health & Education,1.0,1943501.0,421922.5,3534120.0,777898.5,False,0.0,0.0,0.75,-0.0,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-04,2045286.0,3,23141019.0,Health & Education,1.0,1749991.0,387020.0,3614386.5,832642.0,False,0.51,0.0,1.02,0.28,3.8,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-05,1965337.0,2,25106356.0,Public Infrastructure & Community Halls,0.93,1897638.5,408478.5,3578040.75,809644.0,False,0.11,0.0,1.07,0.04,1.3,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-06,2431163.0,3,27537519.0,Health & Education,1.0,1965337.0,396389.0,3541695.0,786646.0,False,0.79,0.0,1.35,0.28,8.2,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-07,1496953.0,1,29034472.0,Public Infrastructure & Community Halls,1.0,2005311.5,370622.5,3534120.0,777898.5,False,0.0,0.0,0.83,-0.52,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-08,1514957.0,2,30549429.0,Health & Education,0.77,1965337.0,403784.0,3609534.0,829407.0,False,0.0,0.0,0.88,0.04,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-09,2015461.0,4,32564890.0,Public Infrastructure & Community Halls,1.0,1857664.0,363946.0,3643252.875,853118.75,False,0.29,0.0,1.16,0.28,3.2,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-10,1522596.0,4,34087486.0,Roads & Bridges,1.0,1965337.0,403784.0,3631879.5,846769.0,False,0.0,0.0,0.76,-0.39,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-11,2043054.0,3,36130540.0,Public Infrastructure & Community Halls,1.0,1857664.0,351709.0,3488568.0,788680.5,False,0.36,0.0,1.17,0.41,3.8,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2023-12,2127313.0,1,38257853.0,Public Infrastructure & Community Halls,1.0,1965337.0,403784.0,3345256.5,730592.0,False,0.27,0.0,1.2,0.03,3.4,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2024-01,2154015.0,2,40411868.0,Health & Education,1.0,1990399.0,380911.5,3201945.0,672503.5,False,0.29,0.0,1.22,0.02,3.7,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2024-02,1324244.0,1,41736112.0,Public Infrastructure & Community Halls,1.0,2015461.0,358039.0,3101143.5,631419.0,False,0.0,0.0,0.65,-0.57,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_012,Bdpo Daund,Maharashtra,Pune,Baramati,2024-03,1450624.0,1,43186736.0,Roads & Bridges,1.0,1990399.0,380911.5,3099109.875,632897.25,False,0.0,0.0,0.71,0.06,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_013,Public Works Department Division 2 Pune,Maharashtra,Pune,Baramati,2022-01,2460012.0,5,2460012.0,Public Infrastructure & Community Halls,1.0,2460012.0,0.0,2460012.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_013,Public Works Department Division 2 Pune,Maharashtra,Pune,Baramati,2022-03,718256.0,2,3178268.0,Roads & Bridges,1.0,2460012.0,0.0,2460012.0,0.0,True,0.0,0.0,0.29,-0.71,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_013,Public Works Department Division 2 Pune,Maharashtra,Pune,Baramati,2022-06,653903.0,3,3832171.0,Public Infrastructure & Community Halls,0.66,1589134.0,870878.0,3330890.0,870878.0,True,0.0,0.0,0.41,0.12,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_PUN_013,Public Works Department Division 2 Pune,Maharashtra,Pune,Baramati,2022-07,1136474.0,2,4968645.0,Health & Education,0.72,718256.0,64353.0,2943715.75,903054.5,False,4.38,0.0,1.58,1.17,35.1,Low,Statistically Extreme Outlier (4.4 MAD Modified Z-Score)
AGN_MAH_PUN_013,Public Works Department Division 2 Pune,Maharashtra,Pune,Baramati,2022-09,706070.0,4,5674715.0,Health & Education,0.42,927365.0,241285.5,2615144.625,765190.75,False,0.0,0.0,0.76,-0.82,0.0,Low,Normal Baseline Variance
AGN_MAH_PUN_013,Public Works Department Division 2 Pune,Maharashtra,Pune,Baramati,2022-10,834155.0,2,6508870.0,Health & Education,0.64,718256.0,64353.0,1782080.0,430404.0,False,1.21,0.0,1.16,0.4,9.7,Low,Normal Baseline Variance
AGN_MAH_PUN_013,Public Works Department Division 2 Pune,Maharashtra,Pune,Baramati,2022-11,1196301.0,2,7705171.0,Roads & Bridges,1.0,776205.5,96219.0,1588560.875,351777.75,False,2.94,0.0,1.54,0.38,24.7,Low,Elevated Disbursement (2.9 Z-Score)
