agency_id,agency_name,state,year_month,monthly_amount,work_count,cumulative_amount,work_category
agy_0021,Malappuram Municipal Corporation,Kerala,2019-01,1847490.03,2,75135048.49,Public Amenities
agy_0021,Malappuram Municipal Corporation,Kerala,2019-02,2624783.39,2,77759831.88,Public Amenities
agy_0021,Malappuram Municipal Corporation,Kerala,2019-04,1960090.46,3,79719922.34,Public Amenities
agy_0022,Malappuram Rural Development Agency,Kerala,2015-06,1823936.29,1,1823936.29,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2015-08,2006497.3,1,3830433.59,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2015-09,811149.21,2,4641582.8,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2015-10,1027674.51,2,5669257.3100000005,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2015-12,1680126.41,3,7349383.72,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-01,1237086.28,2,8586470.0,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-02,2250511.97,1,10836981.97,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-03,1193176.62,2,12030158.59,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-04,1921837.3900000001,2,13951995.98,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-05,1924657.78,2,15876653.76,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-06,1477554.3199999998,3,17354208.080000002,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-07,707883.68,1,18062091.76,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-08,1971907.62,3,20033999.38,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-09,1070924.3900000001,2,21104923.77,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-10,851880.51,1,21956804.28,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-11,1496654.13,2,23453458.41,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2016-12,1497431.4300000002,2,24950889.84,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-01,1657289.63,3,26608179.47,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-02,1548739.12,2,28156918.59,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-03,2209037.42,2,30365956.01,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-04,1184789.57,1,31550745.580000002,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-05,874610.72,1,32425356.3,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-06,2327630.86,3,34752987.160000004,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-07,1414684.42,2,36167671.58,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-08,1054291.6099999999,2,37221963.19,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-09,1217346.32,3,38439309.51,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-10,769664.23,2,39208973.74,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-11,1592316.44,3,40801290.18,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2017-12,1837952.85,1,42639243.03,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-01,1720639.75,2,44359882.78,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-02,1804314.2,2,46164196.980000004,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-03,1739915.41,1,47904112.39,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-04,1718626.07,3,49622738.46,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-05,1390118.13,3,51012856.59,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-06,1285076.79,3,52297933.38,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-07,1918245.73,2,54216179.11,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-08,1434404.05,2,55650583.160000004,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-09,1673288.1099999999,3,57323871.27,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-10,1901137.49,2,59225008.76,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-11,2157173.43,1,61382182.19,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2018-12,1290986.6400000001,3,62673168.83,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2019-01,1098099.2,2,63771268.03,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2019-02,1021629.58,2,64792897.61,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2019-03,1161646.56,3,65954544.17,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2019-04,878332.77,1,66832876.94,Irrigation
agy_0022,Malappuram Rural Development Agency,Kerala,2019-05,1469771.25,1,68302648.19,Irrigation
agy_0023,Palakkad Municipal Corporation,Kerala,2015-07,2610771.67,2,2610771.67,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2015-08,2047289.5699999998,3,4658061.24,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2015-09,1649764.88,3,6307826.119999999,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2015-11,1904813.58,1,8212639.699999999,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2016-01,1394595.87,1,9607235.57,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2016-02,1981430.39,3,11588665.959999999,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2016-11,2096571.45,2,13685237.41,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2016-12,1288323.69,1,14973561.1,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2017-01,1707623.87,3,16681184.969999999,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2017-04,2407718.28,1,19088903.25,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2017-05,2424096.6,3,21512999.85,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2017-07,1738357.63,3,23251357.48,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2018-03,1840977.96,1,25092335.439999998,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2018-11,1323346.23,2,26415681.669999998,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2018-12,2117015.05,3,28532696.72,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2019-01,3060978.7,2,31593675.419999998,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2019-02,1884296.79,2,33477972.21,Education
agy_0023,Palakkad Municipal Corporation,Kerala,2019-04,1963636.46,1,35441608.67,Education
agy_0024,Palakkad Public Works Department,Kerala,2015-06,2746714.34,2,2746714.34,Construction
agy_0024,Palakkad Public Works Department,Kerala,2015-10,1839533.09,1,4586247.43,Construction
agy_0024,Palakkad Public Works Department,Kerala,2015-11,2100041.2800000003,2,6686288.71,Construction
agy_0024,Palakkad Public Works Department,Kerala,2016-04,1656558.56,2,8342847.27,Construction
agy_0024,Palakkad Public Works Department,Kerala,2016-08,1210425.28,1,9553272.55,Construction
agy_0024,Palakkad Public Works Department,Kerala,2016-09,2189938.86,1,11743211.41,Construction
agy_0024,Palakkad Public Works Department,Kerala,2016-10,1609558.46,1,13352769.870000001,Construction
agy_0024,Palakkad Public Works Department,Kerala,2017-03,2284746.25,1,15637516.120000001,Construction
agy_0024,Palakkad Public Works Department,Kerala,2017-05,1915542.25,3,17553058.37,Construction
agy_0024,Palakkad Public Works Department,Kerala,2017-06,1400382.19,1,18953440.56,Construction
agy_0024,Palakkad Public Works Department,Kerala,2017-07,1895062.6400000001,2,20848503.2,Construction
agy_0024,Palakkad Public Works Department,Kerala,2017-10,1523786.85,1,22372290.05,Construction
agy_0024,Palakkad Public Works Department,Kerala,2018-01,1729160.6,1,24101450.65,Construction
agy_0024,Palakkad Public Works Department,Kerala,2018-02,2158980.4699999997,3,26260431.12,Construction
agy_0024,Palakkad Public Works Department,Kerala,2018-06,22144772.33,5,48405203.45,Construction
agy_0024,Palakkad Public Works Department,Kerala,2018-08,1448124.16,1,49853327.61,Construction
agy_0024,Palakkad Public Works Department,Kerala,2018-09,1310926.27,2,51164253.88,Construction
agy_0024,Palakkad Public Works Department,Kerala,2019-01,2289719.79,2,53453973.67,Construction
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2015-06,2525757.7199999997,5,2525757.7199999997,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2015-07,3669442.02,5,6195199.74,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2015-08,2694055.25,4,8889254.99,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2015-09,1647004.33,1,10536259.32,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2015-10,1468099.7,1,12004359.02,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2015-11,2058463.6,4,14062822.62,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2015-12,3196223.38,4,17259046.0,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-01,2671047.1,4,19930093.1,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-02,3160997.77,5,23091090.87,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-03,4151301.1999999997,3,27242392.07,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-04,2470516.7800000003,5,29712908.85,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-05,2240345.81,4,31953254.66,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-06,2517958.19,5,34471212.85,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-07,2746926.61,5,37218139.46,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-08,1520065.43,1,38738204.89,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-09,2676111.94,4,41414316.83,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2016-10,1061109.48,3,42475426.31,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-01,3569265.01,2,46044691.32,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-02,3922114.86,6,49966806.18,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-03,1950324.38,2,51917130.56,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-04,2754190.06,5,54671320.62,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-05,2258006.01,3,56929326.63,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-06,3012441.0799999996,4,59941767.71,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-07,2858934.75,1,62800702.46,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-08,3635607.3,4,66436309.76,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-09,2082913.01,4,68519222.77,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-11,3823537.58,2,72342760.35,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2017-12,843077.56,2,73185837.91,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-01,2330221.63,3,75516059.53999999,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-03,2760703.2,4,78276762.74,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-04,1666284.44,1,79943047.17999999,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-05,4084263.4,2,84027310.58,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-06,1238901.44,1,85266212.02,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-07,2990110.07,3,88256322.09,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-08,3126445.54,2,91382767.63,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-09,1738792.33,1,93121559.96,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-10,2594813.08,3,95716373.03999999,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-11,1604189.2000000002,3,97320562.24,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2018-12,2563892.63,2,99884454.87,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2019-01,3643611.11,2,103528065.98,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2019-02,1469759.21,2,104997825.19,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2019-03,1471102.59,1,106468927.78,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2019-04,1775379.8,4,108244307.58,Public Amenities
agy_0025,Pathanamthitta Zilla Parishad,Kerala,2019-05,2770853.31,6,111015160.89,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2015-06,1040750.95,3,1040750.95,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2015-07,970297.78,3,2011048.73,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2015-10,1734597.44,3,3745646.17,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2015-12,1553764.15,2,5299410.32,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2016-03,1657681.53,1,6957091.85,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2016-04,1514887.74,1,8471979.59,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2016-07,1219632.61,1,9691612.2,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2016-08,1811490.09,2,11503102.29,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2016-09,1451467.5899999999,2,12954569.879999999,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2017-01,1111829.24,3,14066399.12,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2017-09,1407282.08,1,15473681.2,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2018-01,1122934.87,2,16596616.07,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2018-02,740563.83,1,17337179.9,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2018-03,1108158.3199999998,2,18445338.22,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2018-05,1732282.25,3,20177620.47,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2018-07,1908581.15,1,22086201.62,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2018-08,1549057.15,1,23635258.77,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2019-01,1267596.78,2,24902855.55,Public Amenities
agy_0026,Thiruvananthapuram Municipal Corporation,Kerala,2019-03,1894007.6,2,26796863.15,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2015-06,1203465.66,3,1203465.66,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2015-07,1543516.06,3,2746981.7199999997,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2015-08,1554943.3900000001,2,4301925.11,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2015-10,1059732.37,1,5361657.48,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2015-11,1763298.93,1,7124956.41,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2015-12,1048703.63,2,8173660.04,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-01,1811438.34,1,9985098.38,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-03,1196373.59,3,11181471.97,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-04,1337848.1099999999,2,12519320.08,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-05,1230185.83,1,13749505.91,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-06,1754878.71,2,15504384.620000001,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-07,1350586.65,2,16854971.27,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-08,788950.64,1,17643921.91,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-09,958848.52,1,18602770.43,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-10,671344.2,1,19274114.63,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-11,1723752.03,2,20997866.66,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2016-12,1274186.7000000002,2,22272053.36,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-01,1885333.61,1,24157386.97,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-02,1142213.15,2,25299600.12,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-03,1369213.48,3,26668813.6,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-04,1813455.16,1,28482268.76,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-05,1765268.01,1,30247536.77,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-06,1468010.08,3,31715546.85,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-07,1037188.19,2,32752735.04,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-08,1451154.48,3,34203889.52,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-09,1314042.43,1,35517931.95,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-10,1426149.39,3,36944081.34,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-11,1507960.3199999998,3,38452041.66,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2017-12,1388800.39,2,39840842.05,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-01,1669386.23,1,41510228.28,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-02,1088796.4,1,42599024.68,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-04,1422951.87,3,44021976.55,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-05,1109937.32,1,45131913.87,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-06,1424389.57,2,46556303.44,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-07,1227206.35,2,47783509.79,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-08,1745077.34,1,49528587.13,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-09,1052777.5899999999,2,50581364.72,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-10,1423303.62,2,52004668.34,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-11,1487493.78,1,53492162.12,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2018-12,1854600.9,3,55346763.02,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2019-01,1158902.41,1,56505665.43,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2019-02,1876923.01,3,58382588.44,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2019-03,1568837.24,3,59951425.68,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2019-04,1291755.01,3,61243180.69,Public Amenities
agy_0027,Thiruvananthapuram Nagar Panchayat,Kerala,2019-05,1446774.23,1,62689954.92,Public Amenities
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2015-07,1674743.8,1,1674743.8,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2015-09,1011983.5700000001,2,2686727.37,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2015-11,1154398.41,2,3841125.7800000003,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2016-05,1371387.24,3,5212513.02,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2016-07,1163543.9,1,6376056.92,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2017-01,1458883.86,1,7834940.78,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2018-04,1657346.54,1,9492287.32,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2018-07,1680101.13,2,11172388.45,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2018-09,1647623.51,2,12820011.96,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2018-12,1641202.76,1,14461214.72,Roads
agy_0028,Thiruvananthapuram Public Works Department,Kerala,2019-03,1119955.02,3,15581169.74,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2015-06,1889111.82,1,1889111.82,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2015-07,2594553.4699999997,3,4483665.29,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2015-09,1345969.51,3,5829634.8,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2015-10,1666975.0,1,7496609.8,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2015-12,1068134.54,2,8564744.34,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-02,1397316.82,1,9962061.16,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-05,1947439.3,3,11909500.46,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-06,782555.17,1,12692055.63,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-07,3691950.7,2,16384006.33,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-08,1795510.67,1,18179517.0,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-09,2749267.5,2,20928784.5,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-11,2292982.7,2,23221767.2,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2016-12,1557665.6099999999,2,24779432.810000002,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-02,1893564.8699999999,3,26672997.68,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-03,1574474.75,3,28247472.43,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-04,2544367.52,3,30791839.95,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-05,3218502.26,2,34010342.21,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-06,1333503.81,2,35343846.02,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-07,2574348.61,1,37918194.63,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-09,1863237.53,2,39781432.16,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-10,1452395.02,3,41233827.18,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-11,2098408.87,3,43332236.05,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2017-12,1948464.3900000001,3,45280700.44,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-02,1246421.87,2,46527122.31,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-03,2060990.65,3,48588112.96,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-04,2264848.08,2,50852961.04,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-05,1861281.16,1,52714242.2,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-07,2129161.15,3,54843403.35,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-08,3030932.06,3,57874335.41,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-09,2816786.91,3,60691122.32,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2018-10,2134018.37,2,62825140.69,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2019-01,2246124.98,2,65071265.67,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2019-02,1754626.8900000001,3,66825892.56,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2019-03,1810958.2200000002,3,68636850.78,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2019-04,1277060.48,1,69913911.26,Roads
agy_0029,Thrissur Municipal Corporation,Kerala,2019-05,1900544.79,3,71814456.05,Roads
agy_0030,Thrissur Panchayat Samiti,Kerala,2015-06,1639914.2,3,1639914.2,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2016-02,2133446.5700000003,3,3773360.7700000005,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2016-03,1446411.18,1,5219771.95,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2016-04,608087.3,1,5827859.25,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2016-09,1888614.8900000001,2,7716474.140000001,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2016-11,2780952.75,2,10497426.89,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2016-12,1627943.85,2,12125370.74,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2017-04,912255.27,1,13037626.010000002,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2017-05,972120.62,2,14009746.63,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2017-08,2059963.9100000001,3,16069710.540000001,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2017-09,1732268.24,2,17801978.78,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2018-05,1037897.29,2,18839876.07,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2018-07,1784794.92,2,20624670.990000002,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2018-08,1625655.1,3,22250326.09,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2018-11,1543792.14,1,23794118.23,Water Supply
agy_0030,Thrissur Panchayat Samiti,Kerala,2019-04,2014779.0,2,25808897.23,Water Supply
agy_0031,Thrissur Panch. Samiti,Kerala,2016-04,1322167.56,1,1322167.56,Irrigation
agy_0031,Thrissur Panch. Samiti,Kerala,2017-05,825153.71,1,2147321.27,Irrigation
agy_0031,Thrissur Panch. Samiti,Kerala,2018-05,432026.43,1,2579347.7,Irrigation
agy_0031,Thrissur Panch. Samiti,Kerala,2018-07,1424864.1,1,4004211.8,Irrigation
agy_0031,Thrissur Panch. Samiti,Kerala,2018-09,2118893.56,1,6123105.36,Irrigation
agy_0032,Wayanad District Authority,Kerala,2016-03,839368.02,1,839368.02,Construction
agy_0032,Wayanad District Authority,Kerala,2016-06,1997055.79,2,2836423.81,Construction
agy_0032,Wayanad District Authority,Kerala,2016-11,2182678.89,1,5019102.7,Construction
agy_0032,Wayanad District Authority,Kerala,2017-01,2162452.19,1,7181554.890000001,Construction
agy_0032,Wayanad District Authority,Kerala,2017-03,2072863.13,3,9254418.02,Construction
agy_0032,Wayanad District Authority,Kerala,2017-05,1940102.6300000001,2,11194520.65,Construction
agy_0032,Wayanad District Authority,Kerala,2017-06,1914432.72,2,13108953.370000001,Construction
